term 	 tf-idf weight 	 BM25 ranking 
 copyright 	 58.92801373945206 1.874816544285572 
restored 	 38670.565575357316 0.22695777159731326 
steam 	 40643.15456897493 0.22695777159731326 
locomotives 	 52897.996721274765 0.22695777159731326 
rodeos 	 52897.996721274765 0.22695777159731326 
music 	 11345.750287669804 0.22695777159731326 
concerts 	 46770.575645124845 0.22695777159731326 
sheep 	 43186.264089448676 0.22695777159731326 
shearing 	 52897.996721274765 0.22695777159731326 
story 	 20288.302346907567 0.22695777159731326 
telling 	 15111.92220065739 0.407655276614473 
bush 	 33474.53145762259 0.22695777159731326 
tucker 	 52897.996721274765 0.22695777159731326 
vintage 	 52897.996721274765 0.22695777159731326 
parties 	 19445.760357437335 0.22695777159731326 
classical 	 24804.000860998927 0.22695777159731326 
quartet 	 43186.264089448676 0.22695777159731326 
travelled 	 21593.132044724338 0.407655276614473 
rented 	 46770.575645124845 0.22695777159731326 
motorbikes 	 52897.996721274765 0.22695777159731326 
aware 	 27347.110381472667 0.22695777159731326 
david 	 11130.44567026259 0.407655276614473 
tarr 	 52897.996721274765 0.22695777159731326 
chairperson 	 43186.264089448676 0.22695777159731326 
ideal 	 25984.418371799704 0.22695777159731326 
millions 	 27347.110381472667 0.22695777159731326 
teeming 	 46770.575645124845 0.22695777159731326 
incredible 	 37058.843013298756 0.22695777159731326 
wildlife 	 43186.264089448676 0.22695777159731326 
kangaroos 	 52897.996721274765 0.22695777159731326 
emus 	 52897.996721274765 0.22695777159731326 
eagles 	 52897.996721274765 0.22695777159731326 
reptiles 	 46770.575645124845 0.22695777159731326 
getting 	 12402.000430499464 0.407655276614473 
force 	 19445.760357437335 0.22695777159731326 
safety 	 5017.504912902171 0.6772651892054877 
zone 	 28958.832943531226 0.22695777159731326 
scott 	 23762.798825796493 0.22695777159731326 
ireland 	 28958.832943531226 0.22695777159731326 
front 	 21468.719857708347 0.22695777159731326 
fascinated 	 52897.996721274765 0.22695777159731326 
sydney 	 43186.264089448676 0.22695777159731326 
gold 	 14784.364963737939 0.407655276614473 
realising 	 52897.996721274765 0.22695777159731326 
beaches 	 40643.15456897493 0.22695777159731326 
combine 	 32543.1444992074 0.22695777159731326 
wilderness 	 40643.15456897493 0.22695777159731326 
lots 	 40643.15456897493 0.22695777159731326 
hands 	 25984.418371799704 0.22695777159731326 
sep 	 17632.665573758255 0.5549280754019316 
africa 	 6024.105831291216 0.6772651892054877 
johannesburg 	 26448.998360637383 0.407655276614473 
forum 	 6837.370589829563 0.5549280754019316 
parliamentarians 	 52897.996721274765 0.22695777159731326 
oct 	 2958.4676817461273 1.1694531186213246 
youth 	 27852.390759817812 0.22695777159731326 
student 	 20741.735069293514 0.22695777159731326 
mart 	 5877.555191252752 1.0706503101601446 
expo 	 21593.132044724338 0.407655276614473 
incontri 	 52897.996721274765 0.22695777159731326 
riva 	 46770.575645124845 0.22695777159731326 
garda 	 46770.575645124845 0.22695777159731326 
italy 	 22831.411867381306 0.22695777159731326 
showcase 	 52897.996721274765 0.22695777159731326 
uftaa 	 52897.996721274765 0.22695777159731326 
pattaya 	 52897.996721274765 0.22695777159731326 
chicago 	 21988.86987791108 0.22695777159731326 
arab 	 33474.53145762259 0.22695777159731326 
beirut 	 52897.996721274765 0.22695777159731326 
lebanon 	 37058.843013298756 0.22695777159731326 
int'l 	 23385.287822562423 0.407655276614473 
nov 	 3569.6151003625796 1.1228251713993636 
skal 	 52897.996721274765 0.22695777159731326 
vienna 	 38670.565575357316 0.22695777159731326 
austria 	 34515.73349282501 0.22695777159731326 
moscow 	 11565.550792097167 0.407655276614473 
russia 	 17635.377749646577 0.22695777159731326 
workshop 	 32543.1444992074 0.22695777159731326 
prague 	 11130.44567026259 0.407655276614473 
czech 	 7329.623292637025 0.5549280754019316 
republic 	 5824.390454606572 0.5549280754019316 
hungarian 	 22260.89134052518 0.22695777159731326 
budapest 	 22541.549833626068 0.22695777159731326 
hungary 	 23441.30885132596 0.22695777159731326 
polish 	 28958.832943531226 0.22695777159731326 
varsavia 	 52897.996721274765 0.22695777159731326 
poland 	 26415.723423057483 0.22695777159731326 
dec 	 14784.364963737939 0.407655276614473 
seatrade 	 52897.996721274765 0.22695777159731326 
cma 	 46770.575645124845 0.22695777159731326 
meetings 	 27347.110381472667 0.22695777159731326 
jan 	 9462.770805558364 0.5549280754019316 
atf 	 52897.996721274765 0.22695777159731326 
ecotourism 	 52897.996721274765 0.22695777159731326 
kota 	 52897.996721274765 0.22695777159731326 
kinabalu 	 52897.996721274765 0.22695777159731326 
feb 	 11505.244497608337 0.5549280754019316 
fitur 	 52897.996721274765 0.22695777159731326 
madrid 	 43186.264089448676 0.22695777159731326 
paris 	 15465.710968574422 0.407655276614473 
france 	 23131.101584194334 0.22695777159731326 
mar 	 19445.760357437335 0.22695777159731326 
itb 	 43186.264089448676 0.22695777159731326 
berlin 	 35696.1510036258 0.22695777159731326 
germany 	 20070.019651608683 0.22695777159731326 
apr 	 40643.15456897493 0.22695777159731326 
adec 	 52897.996721274765 0.22695777159731326 
diver 	 52897.996721274765 0.22695777159731326 
jun 	 38670.565575357316 0.22695777159731326 
ite 	 52897.996721274765 0.22695777159731326 
death 	 15996.41325539733 0.22695777159731326 
claude 	 23385.287822562423 0.407655276614473 
vincent 	 4808.908792843161 1.1694531186213246 
serves 	 13207.861711528742 0.407655276614473 
grim 	 43186.264089448676 0.22695777159731326 
reminder 	 21593.132044724338 0.407655276614473 
pitfalls 	 37058.843013298756 0.22695777159731326 
indochina 	 43186.264089448676 0.22695777159731326 
dangerous 	 13673.555190736333 0.407655276614473 
cocktail 	 46770.575645124845 0.22695777159731326 
war 	 14614.313993143598 0.22695777159731326 
weaponry 	 43186.264089448676 0.22695777159731326 
poverty 	 25984.418371799704 0.22695777159731326 
senseless 	 52897.996721274765 0.22695777159731326 
act 	 16133.470264375264 0.22695777159731326 
violence 	 21468.719857708347 0.22695777159731326 
scenario 	 37058.843013298756 0.22695777159731326 
played 	 24804.000860998927 0.22695777159731326 
easily 	 26869.15614544343 0.22695777159731326 
happen 	 14194.156208337548 0.407655276614473 
slain 	 52897.996721274765 0.22695777159731326 
knowledge 	 19247.100311705137 0.22695777159731326 
soften 	 46770.575645124845 0.22695777159731326 
foreigners 	 18529.421506649378 0.407655276614473 
adopted 	 14784.364963737939 0.407655276614473 
fond 	 46770.575645124845 0.22695777159731326 
saying 	 12992.209185899852 0.407655276614473 
passion 	 34515.73349282501 0.22695777159731326 
moving 	 26869.15614544343 0.22695777159731326 
expatriates 	 46770.575645124845 0.22695777159731326 
stayed 	 46770.575645124845 0.22695777159731326 
liberation 	 31700.60250973717 0.22695777159731326 
vientiane 	 7556.856674467824 0.9451660557641991 
continued 	 10144.151173453783 0.407655276614473 
dignitaries 	 52897.996721274765 0.22695777159731326 
heading 	 46770.575645124845 0.22695777159731326 
untill 	 52897.996721274765 0.22695777159731326 
coffee 	 38670.565575357316 0.22695777159731326 
beauty 	 33474.53145762259 0.22695777159731326 
sodetour's 	 52897.996721274765 0.22695777159731326 
lodges 	 26448.998360637383 0.407655276614473 
returning 	 35696.1510036258 0.22695777159731326 
sodetour 	 17632.665573758255 0.5549280754019316 
active 	 27347.110381472667 0.22695777159731326 
forming 	 30931.421937148843 0.22695777159731326 
coalition 	 24096.423325164866 0.22695777159731326 
liaison 	 43186.264089448676 0.22695777159731326 
laotians 	 52897.996721274765 0.22695777159731326 
westerners 	 52897.996721274765 0.22695777159731326 
pause 	 52897.996721274765 0.22695777159731326 
rush 	 38670.565575357316 0.22695777159731326 
people's 	 28958.832943531226 0.22695777159731326 
exceed 	 32543.1444992074 0.22695777159731326 
dangers 	 30223.84440131478 0.22695777159731326 
faster 	 31700.60250973717 0.22695777159731326 
aviation's 	 52897.996721274765 0.22695777159731326 
partner 	 25984.418371799704 0.22695777159731326 
yunnan 	 52897.996721274765 0.22695777159731326 
struggling 	 38670.565575357316 0.22695777159731326 
black 	 10215.70328352242 0.22695777159731326 
reins 	 52897.996721274765 0.22695777159731326 
reluctance 	 37058.843013298756 0.22695777159731326 
unanswered 	 43186.264089448676 0.22695777159731326 
questions 	 14272.077705466294 0.22695777159731326 
chiang 	 43186.264089448676 0.22695777159731326 
lease 	 38670.565575357316 0.22695777159731326 
b737 	 52897.996721274765 0.22695777159731326 
delivered 	 34515.73349282501 0.22695777159731326 
fly 	 33474.53145762259 0.22695777159731326 
macau 	 17632.665573758255 0.5549280754019316 
vietiane 	 52897.996721274765 0.22695777159731326 
preparing 	 30223.84440131478 0.22695777159731326 
conferences 	 33474.53145762259 0.22695777159731326 
organisation's 	 52897.996721274765 0.22695777159731326 
parliaments' 	 52897.996721274765 0.22695777159731326 
authorities' 	 46770.575645124845 0.22695777159731326 
makers 	 28958.832943531226 0.22695777159731326 
delegates 	 35696.1510036258 0.22695777159731326 
studded 	 52897.996721274765 0.22695777159731326 
led 	 10144.151173453783 0.407655276614473 
chancellor 	 40643.15456897493 0.22695777159731326 
helmut 	 43186.264089448676 0.22695777159731326 
schmidt 	 40643.15456897493 0.22695777159731326 
heritage 	 33474.53145762259 0.22695777159731326 
yogyakarta 	 26448.998360637383 0.407655276614473 
held 	 16703.990791231394 0.22695777159731326 
radisson 	 26448.998360637383 0.407655276614473 
balancing 	 43186.264089448676 0.22695777159731326 
raising 	 35696.1510036258 0.22695777159731326 
buffer 	 46770.575645124845 0.22695777159731326 
waiting 	 33474.53145762259 0.22695777159731326 
announce 	 38670.565575357316 0.22695777159731326 
irene 	 52897.996721274765 0.22695777159731326 
law 	 1848.5363865609597 0.6772651892054877 
understood 	 15465.710968574422 0.407655276614473 
premium 	 32543.1444992074 0.22695777159731326 
heard 	 30931.421937148843 0.22695777159731326 
airfares 	 52897.996721274765 0.22695777159731326 
hiked 	 17632.665573758255 0.5549280754019316 
question 	 17313.887775176045 0.22695777159731326 
extent 	 20741.735069293514 0.22695777159731326 
terence 	 46770.575645124845 0.22695777159731326 
wong 	 43186.264089448676 0.22695777159731326 
citizens 	 22260.89134052518 0.22695777159731326 
worry 	 46770.575645124845 0.22695777159731326 
climb 	 21593.132044724338 0.407655276614473 
source 	 21724.9696836679 0.22695777159731326 
inherent 	 26869.15614544343 0.22695777159731326 
structures 	 11130.44567026259 0.407655276614473 
leeway 	 52897.996721274765 0.22695777159731326 
altering 	 37058.843013298756 0.22695777159731326 
aspects 	 16703.990791231394 0.22695777159731326 
balance 	 22260.89134052518 0.22695777159731326 
cause 	 22260.89134052518 0.22695777159731326 
hikes 	 52897.996721274765 0.22695777159731326 
authority's 	 38670.565575357316 0.22695777159731326 
agreeing 	 46770.575645124845 0.22695777159731326 
representative 	 22541.549833626068 0.22695777159731326 
warned 	 29568.729927475877 0.22695777159731326 
detrimental 	 43186.264089448676 0.22695777159731326 
effects 	 13835.445748352837 0.22695777159731326 
stirland 	 26448.998360637383 0.407655276614473 
extremely 	 28388.312416675097 0.22695777159731326 
disturbing 	 38670.565575357316 0.22695777159731326 
negative 	 23441.30885132596 0.22695777159731326 
result 	 15861.448801761162 0.22695777159731326 
idle 	 46770.575645124845 0.22695777159731326 
assume 	 32543.1444992074 0.22695777159731326 
simply 	 23441.30885132596 0.22695777159731326 
absorb 	 46770.575645124845 0.22695777159731326 
examining 	 25573.18143358725 0.22695777159731326 
laura 	 26869.15614544343 0.22695777159731326 
lee 	 33474.53145762259 0.22695777159731326 
promised 	 30223.84440131478 0.22695777159731326 
handle 	 14479.416471765613 0.407655276614473 
commonwealth 	 18529.421506649378 0.407655276614473 
sukom 	 10579.599344254953 0.780505348675992 
bureau 	 13926.195379908906 0.407655276614473 
sab 	 26448.998360637383 0.407655276614473 
specialised 	 52897.996721274765 0.22695777159731326 
department 	 17003.680508044417 0.22695777159731326 
organisers 	 26448.998360637383 0.407655276614473 
byrom 	 17632.665573758255 0.5549280754019316 
consultants 	 17848.0755018129 0.407655276614473 
lodging 	 46770.575645124845 0.22695777159731326 
gen 	 10576.569715081476 0.22695777159731326 
sri 	 46770.575645124845 0.22695777159731326 
hashim 	 52897.996721274765 0.22695777159731326 
mohd 	 52897.996721274765 0.22695777159731326 
ali 	 40643.15456897493 0.22695777159731326 
complementary 	 38670.565575357316 0.22695777159731326 
monopoly 	 34515.73349282501 0.22695777159731326 
avoid 	 24096.423325164866 0.22695777159731326 
sky 	 40643.15456897493 0.22695777159731326 
ranging 	 28388.312416675097 0.22695777159731326 
dormitory 	 46770.575645124845 0.22695777159731326 
suites 	 52897.996721274765 0.22695777159731326 
selangor 	 52897.996721274765 0.22695777159731326 
properties 	 16271.5722496037 0.407655276614473 
istana 	 52897.996721274765 0.22695777159731326 
legend 	 32543.1444992074 0.22695777159731326 
apartments 	 38670.565575357316 0.22695777159731326 
nikko 	 52897.996721274765 0.22695777159731326 
swiss 	 40643.15456897493 0.22695777159731326 
renaissance 	 28388.312416675097 0.22695777159731326 
palm 	 52897.996721274765 0.22695777159731326 
sheraton 	 46770.575645124845 0.22695777159731326 
subang 	 52897.996721274765 0.22695777159731326 
sunway 	 52897.996721274765 0.22695777159731326 
lagoon 	 52897.996721274765 0.22695777159731326 
burau 	 52897.996721274765 0.22695777159731326 
tanjung 	 52897.996721274765 0.22695777159731326 
rhu 	 52897.996721274765 0.22695777159731326 
jaime 	 52897.996721274765 0.22695777159731326 
praised 	 34515.73349282501 0.22695777159731326 
dynamic 	 30931.421937148843 0.22695777159731326 
organising 	 46770.575645124845 0.22695777159731326 
nation 	 23762.798825796493 0.22695777159731326 
monitor 	 28388.312416675097 0.22695777159731326 
remedy 	 34515.73349282501 0.22695777159731326 
raring 	 52897.996721274765 0.22695777159731326 
lauding 	 52897.996721274765 0.22695777159731326 
administration's 	 34515.73349282501 0.22695777159731326 
supervision 	 32543.1444992074 0.22695777159731326 
gaining 	 43186.264089448676 0.22695777159731326 
implementation 	 21988.86987791108 0.22695777159731326 
run 	 10144.151173453783 0.407655276614473 
eva 	 35696.1510036258 0.22695777159731326 
lai 	 38670.565575357316 0.22695777159731326 
noticed 	 35696.1510036258 0.22695777159731326 
confident 	 20321.577284487466 0.407655276614473 
details 	 23441.30885132596 0.22695777159731326 
implementing 	 30223.84440131478 0.22695777159731326 
measures 	 22260.89134052518 0.22695777159731326 
patterson 	 52897.996721274765 0.22695777159731326 
ling 	 40643.15456897493 0.22695777159731326 
kam 	 52897.996721274765 0.22695777159731326 
lot 	 29568.729927475877 0.22695777159731326 
pushing 	 40643.15456897493 0.22695777159731326 
waiving 	 52897.996721274765 0.22695777159731326 
visas 	 14395.421363149557 0.5549280754019316 
kazumasa 	 52897.996721274765 0.22695777159731326 
tamura 	 26448.998360637383 0.407655276614473 
support 	 12277.137246084989 0.22695777159731326 
governor 	 30223.84440131478 0.22695777159731326 
senators 	 40643.15456897493 0.22695777159731326 
triple 	 43186.264089448676 0.22695777159731326 
waived 	 34515.73349282501 0.22695777159731326 
paul 	 27347.110381472667 0.22695777159731326 
linneman 	 52897.996721274765 0.22695777159731326 
refusals 	 52897.996721274765 0.22695777159731326 
applicants 	 35696.1510036258 0.22695777159731326 
refused 	 28388.312416675097 0.22695777159731326 
falls 	 37058.843013298756 0.22695777159731326 
guidelines 	 24804.000860998927 0.22695777159731326 
beneficiaries 	 35696.1510036258 0.22695777159731326 
susie 	 52897.996721274765 0.22695777159731326 
zanardi 	 52897.996721274765 0.22695777159731326 
threaten 	 38670.565575357316 0.22695777159731326 
simple 	 23131.101584194334 0.22695777159731326 
wary 	 46770.575645124845 0.22695777159731326 
wyn 	 52897.996721274765 0.22695777159731326 
klm 	 17632.665573758255 0.5549280754019316 
scheme 	 38670.565575357316 0.22695777159731326 
complicated 	 32543.1444992074 0.22695777159731326 
entail 	 43186.264089448676 0.22695777159731326 
itineraries 	 52897.996721274765 0.22695777159731326 
patience 	 43186.264089448676 0.22695777159731326 
commenting 	 37058.843013298756 0.22695777159731326 
dutch 	 38670.565575357316 0.22695777159731326 
cathay 	 52897.996721274765 0.22695777159731326 
keen 	 21593.132044724338 0.407655276614473 
willis 	 26448.998360637383 0.407655276614473 
encouraged 	 37058.843013298756 0.22695777159731326 
embrace 	 46770.575645124845 0.22695777159731326 
technological 	 26869.15614544343 0.22695777159731326 
advancements 	 46770.575645124845 0.22695777159731326 
fast 	 29568.729927475877 0.22695777159731326 
slick 	 46770.575645124845 0.22695777159731326 
comparative 	 22541.549833626068 0.22695777159731326 
agent's 	 46770.575645124845 0.22695777159731326 
consultant 	 35696.1510036258 0.22695777159731326 
custodian 	 46770.575645124845 0.22695777159731326 
complacent 	 52897.996721274765 0.22695777159731326 
fail 	 30223.84440131478 0.22695777159731326 
ridy 	 52897.996721274765 0.22695777159731326 
suen 	 52897.996721274765 0.22695777159731326 
advantage 	 22831.411867381306 0.22695777159731326 
packaging 	 35696.1510036258 0.22695777159731326 
accommodations 	 40643.15456897493 0.22695777159731326 
response 	 19247.100311705137 0.22695777159731326 
sime 	 52897.996721274765 0.22695777159731326 
moment 	 30931.421937148843 0.22695777159731326 
infiltrates 	 46770.575645124845 0.22695777159731326 
affect 	 19856.997295649788 0.22695777159731326 
james 	 22260.89134052518 0.22695777159731326 
reinnoldt 	 52897.996721274765 0.22695777159731326 
issues 	 12277.137246084989 0.22695777159731326 
gran 	 10579.599344254953 0.780505348675992 
melia's 	 26448.998360637383 0.407655276614473 
salvo 	 52897.996721274765 0.22695777159731326 
looks 	 15341.29878155843 0.22695777159731326 
suffering 	 25180.227852461077 0.22695777159731326 
inventory 	 37058.843013298756 0.22695777159731326 
jakarta's 	 52897.996721274765 0.22695777159731326 
downward 	 40643.15456897493 0.22695777159731326 
spin 	 40643.15456897493 0.22695777159731326 
maintain 	 22260.89134052518 0.22695777159731326 
monitoring 	 15850.301254868586 0.407655276614473 
melia 	 17632.665573758255 0.5549280754019316 
golden 	 30931.421937148843 0.22695777159731326 
triangle 	 46770.575645124845 0.22695777159731326 
confluence 	 52897.996721274765 0.22695777159731326 
avenues 	 52897.996721274765 0.22695777159731326 
feared 	 35696.1510036258 0.22695777159731326 
disastrous 	 38670.565575357316 0.22695777159731326 
hurt 	 34515.73349282501 0.22695777159731326 
eberhard 	 52897.996721274765 0.22695777159731326 
linke 	 52897.996721274765 0.22695777159731326 
realistic 	 33474.53145762259 0.22695777159731326 
utopia 	 43186.264089448676 0.22695777159731326 
patrick 	 30223.84440131478 0.22695777159731326 
fiat 	 43186.264089448676 0.22695777159731326 
crowne 	 52897.996721274765 0.22695777159731326 
strategy 	 20512.11176948869 0.22695777159731326 
mandarin 	 52897.996721274765 0.22695777159731326 
regent 	 52897.996721274765 0.22695777159731326 
dwindling 	 52897.996721274765 0.22695777159731326 
prompted 	 38670.565575357316 0.22695777159731326 
asa 	 23385.287822562423 0.407655276614473 
series 	 20070.019651608683 0.22695777159731326 
workshops 	 37058.843013298756 0.22695777159731326 
educate 	 37058.843013298756 0.22695777159731326 
survey 	 21468.719857708347 0.22695777159731326 
stpb 	 26448.998360637383 0.407655276614473 
decrease 	 15850.301254868586 0.407655276614473 
entries 	 38670.565575357316 0.22695777159731326 
attributed 	 30223.84440131478 0.22695777159731326 
shorter 	 37058.843013298756 0.22695777159731326 
figure 	 24804.000860998927 0.22695777159731326 
drop 	 28388.312416675097 0.22695777159731326 
rock 	 30931.421937148843 0.22695777159731326 
francis 	 35696.1510036258 0.22695777159731326 
phun 	 26448.998360637383 0.407655276614473 
seminars 	 40643.15456897493 0.22695777159731326 
missions 	 30931.421937148843 0.22695777159731326 
results 	 15341.29878155843 0.22695777159731326 
fantastic 	 52897.996721274765 0.22695777159731326 
stock 	 23762.798825796493 0.22695777159731326 
reposition 	 52897.996721274765 0.22695777159731326 
speakers 	 30223.84440131478 0.22695777159731326 
asa's 	 52897.996721274765 0.22695777159731326 
organisations 	 38670.565575357316 0.22695777159731326 
insights 	 31700.60250973717 0.22695777159731326 
taiwanese 	 52897.996721274765 0.22695777159731326 
entrepreneurs 	 43186.264089448676 0.22695777159731326 
depend 	 38670.565575357316 0.22695777159731326 
survival 	 31700.60250973717 0.22695777159731326 
passive 	 34515.73349282501 0.22695777159731326 
cake 	 46770.575645124845 0.22695777159731326 
humid 	 52897.996721274765 0.22695777159731326 
identified 	 27852.390759817812 0.22695777159731326 
factor 	 25984.418371799704 0.22695777159731326 
patronage 	 43186.264089448676 0.22695777159731326 
neelam 	 26448.998360637383 0.407655276614473 
mathews 	 26448.998360637383 0.407655276614473 
kathmandu 	 8816.332786879128 0.8687963950838536 
nepalese 	 26448.998360637383 0.407655276614473 
blaming 	 40643.15456897493 0.22695777159731326 
airlines' 	 52897.996721274765 0.22695777159731326 
quit 	 40643.15456897493 0.22695777159731326 
kingdom 	 14479.416471765613 0.407655276614473 
despite 	 22831.411867381306 0.22695777159731326 
proclaiming 	 46770.575645124845 0.22695777159731326 
parking 	 43186.264089448676 0.22695777159731326 
fuel 	 14784.364963737939 0.407655276614473 
contend 	 43186.264089448676 0.22695777159731326 
horizon 	 43186.264089448676 0.22695777159731326 
swift 	 37058.843013298756 0.22695777159731326 
aid 	 19856.997295649788 0.22695777159731326 
nepal's 	 52897.996721274765 0.22695777159731326 
withdraw 	 35696.1510036258 0.22695777159731326 
yields 	 38670.565575357316 0.22695777159731326 
difficulties 	 12402.000430499464 0.407655276614473 
reasons 	 19445.760357437335 0.22695777159731326 
flew 	 17257.866746412506 0.407655276614473 
decide 	 26415.723423057483 0.22695777159731326 
lufthansa's 	 52897.996721274765 0.22695777159731326 
directive 	 40643.15456897493 0.22695777159731326 
accept 	 23441.30885132596 0.22695777159731326 
april 	 9247.152642988412 0.407655276614473 
kavin 	 52897.996721274765 0.22695777159731326 
sethi 	 17632.665573758255 0.5549280754019316 
inform 	 32543.1444992074 0.22695777159731326 
reviewing 	 37058.843013298756 0.22695777159731326 
viability 	 40643.15456897493 0.22695777159731326 
exercise 	 26869.15614544343 0.22695777159731326 
ensure 	 11881.399412898247 0.407655276614473 
competitiveness 	 40643.15456897493 0.22695777159731326 
valley 	 14784.364963737939 0.407655276614473 
conventional 	 28388.312416675097 0.22695777159731326 
profits 	 28958.832943531226 0.22695777159731326 
twin 	 43186.264089448676 0.22695777159731326 
engined 	 52897.996721274765 0.22695777159731326 
engine 	 34515.73349282501 0.22695777159731326 
failure 	 19445.760357437335 0.22695777159731326 
nearby 	 34515.73349282501 0.22695777159731326 
refuel 	 52897.996721274765 0.22695777159731326 
require 	 24096.423325164866 0.22695777159731326 
sets 	 29568.729927475877 0.22695777159731326 
crew 	 34515.73349282501 0.22695777159731326 
ago 	 8661.4727905999 0.5549280754019316 
presence 	 25984.418371799704 0.22695777159731326 
himalayan 	 52897.996721274765 0.22695777159731326 
continuously 	 43186.264089448676 0.22695777159731326 
export 	 27347.110381472667 0.22695777159731326 
karachi 	 52897.996721274765 0.22695777159731326 
frankfurt 	 43186.264089448676 0.22695777159731326 
cancelled 	 40643.15456897493 0.22695777159731326 
indefinite 	 37058.843013298756 0.22695777159731326 
shortage 	 35696.1510036258 0.22695777159731326 
advertisements 	 33474.53145762259 0.22695777159731326 
contact 	 14272.077705466294 0.22695777159731326 
spelling 	 40643.15456897493 0.22695777159731326 
impending 	 46770.575645124845 0.22695777159731326 
intentions 	 32543.1444992074 0.22695777159731326 
lucrative 	 46770.575645124845 0.22695777159731326 
rna 	 52897.996721274765 0.22695777159731326 
mumbai 	 26448.998360637383 0.407655276614473 
calcutta 	 46770.575645124845 0.22695777159731326 
follows 	 27347.110381472667 0.22695777159731326 
expiration 	 46770.575645124845 0.22695777159731326 
leased 	 40643.15456897493 0.22695777159731326 
aviogenex 	 52897.996721274765 0.22695777159731326 
serbia 	 37058.843013298756 0.22695777159731326 
contract 	 24804.000860998927 0.22695777159731326 
expired 	 46770.575645124845 0.22695777159731326 
climbing 	 46770.575645124845 0.22695777159731326 
jaya 	 17632.665573758255 0.5549280754019316 
fall 	 9157.856676644977 0.407655276614473 
military 	 7998.206627698665 0.407655276614473 
chaksana 	 52897.996721274765 0.22695777159731326 
trekmate 	 13224.499180318691 0.6772651892054877 
outdoor 	 43186.264089448676 0.22695777159731326 
adventures 	 34515.73349282501 0.22695777159731326 
hostage 	 33474.53145762259 0.22695777159731326 
abduction 	 52897.996721274765 0.22695777159731326 
august 	 10256.055884744344 0.407655276614473 
resolved 	 31700.60250973717 0.22695777159731326 
cancel 	 43186.264089448676 0.22695777159731326 
readjust 	 52897.996721274765 0.22695777159731326 
papua 	 46770.575645124845 0.22695777159731326 
movement 	 14731.401797613778 0.22695777159731326 
kidnapped 	 43186.264089448676 0.22695777159731326 
rescue 	 32543.1444992074 0.22695777159731326 
hostages 	 38670.565575357316 0.22695777159731326 
rescued 	 46770.575645124845 0.22695777159731326 
armed 	 27852.390759817812 0.22695777159731326 
seized 	 43186.264089448676 0.22695777159731326 
logging 	 43186.264089448676 0.22695777159731326 
workers 	 21219.68930532275 0.22695777159731326 
cartensz 	 8816.332786879128 0.8687963950838536 
glacier 	 43186.264089448676 0.22695777159731326 
covered 	 24096.423325164866 0.22695777159731326 
pyramid 	 23385.287822562423 0.407655276614473 
fifth 	 30931.421937148843 0.22695777159731326 
enjoying 	 43186.264089448676 0.22695777159731326 
brisk 	 52897.996721274765 0.22695777159731326 
crisis 	 17800.61620547401 0.22695777159731326 
eka 	 52897.996721274765 0.22695777159731326 
agus 	 52897.996721274765 0.22695777159731326 
rachman 	 52897.996721274765 0.22695777159731326 
objective 	 27347.110381472667 0.22695777159731326 
seasoned 	 46770.575645124845 0.22695777159731326 
professional 	 17800.61620547401 0.22695777159731326 
climbers 	 52897.996721274765 0.22695777159731326 
tried 	 27347.110381472667 0.22695777159731326 
alternatives 	 23762.798825796493 0.22695777159731326 
person 	 17003.680508044417 0.22695777159731326 
outward 	 43186.264089448676 0.22695777159731326 
shifting 	 35696.1510036258 0.22695777159731326 
baliem 	 52897.996721274765 0.22695777159731326 
insurance 	 20512.11176948869 0.22695777159731326 
reopen 	 46770.575645124845 0.22695777159731326 
condemned 	 38670.565575357316 0.22695777159731326 
rise 	 10144.151173453783 0.407655276614473 
routes 	 52897.996721274765 0.22695777159731326 
dollar 	 21219.68930532275 0.22695777159731326 
revised 	 40643.15456897493 0.22695777159731326 
significantly 	 34515.73349282501 0.22695777159731326 
suffer 	 34515.73349282501 0.22695777159731326 
madras 	 52897.996721274765 0.22695777159731326 
depending 	 25573.18143358725 0.22695777159731326 
bent 	 37058.843013298756 0.22695777159731326 
stomping 	 52897.996721274765 0.22695777159731326 
feet 	 28958.832943531226 0.22695777159731326 
mili 	 52897.996721274765 0.22695777159731326 
sham 	 46770.575645124845 0.22695777159731326 
crystal 	 40643.15456897493 0.22695777159731326 
unreliable 	 46770.575645124845 0.22695777159731326 
happens 	 38670.565575357316 0.22695777159731326 
booked 	 46770.575645124845 0.22695777159731326 
ia's 	 52897.996721274765 0.22695777159731326 
tariff 	 37058.843013298756 0.22695777159731326 
faced 	 32543.1444992074 0.22695777159731326 
suits 	 35696.1510036258 0.22695777159731326 
absorbed 	 46770.575645124845 0.22695777159731326 
claimed 	 26869.15614544343 0.22695777159731326 
rajiv 	 52897.996721274765 0.22695777159731326 
wahie 	 52897.996721274765 0.22695777159731326 
comes 	 25573.18143358725 0.22695777159731326 
bombshell 	 52897.996721274765 0.22695777159731326 
tom 	 27852.390759817812 0.22695777159731326 
racette 	 52897.996721274765 0.22695777159731326 
ambush 	 52897.996721274765 0.22695777159731326 
newly 	 26415.723423057483 0.22695777159731326 
portion 	 30931.421937148843 0.22695777159731326 
highway 	 17848.0755018129 0.407655276614473 
luang 	 8816.332786879128 0.8687963950838536 
prabang 	 10579.599344254953 0.780505348675992 
transporting 	 35696.1510036258 0.22695777159731326 
purchased 	 33474.53145762259 0.22695777159731326 
